codigo_icai,nombre_icai,term,studies,degree,schedule,language,ects_icai,codigo_itba,nombre_itba,confianza,comentario,availability_label,timing_risk_label,level_label,permission_label,language_label,schedule_label,recommendation_bucket,source_label,program_label,source_url,url_guia_icai
DTC-MBD-512,Big Data y Gobierno del Dato / Big Data and Data Governance,Fall,Master,2-MBD,Unknown,Spanish,3.0,82.21,Factibilidad de Proyectos Data Driven,3,"Big Data y Gobierno del Dato se solapa con evaluación, calidad, gobierno y uso organizacional de datos para una solución data-driven, aunque no cubre necesariamente todo el análisis económico y legal de factibilidad. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-515,Tecnologías de Procesamiento Big Data / Big Data Processing Technologies,Fall,Master,2-MBD,Unknown,Spanish,7.5,72.42,Programación de Objetos Distribuidos,3,"Tecnologías de Procesamiento Big Data es candidata para procesamiento distribuido y almacenamiento a escala, con gaps en RPC, objetos distribuidos y concurrencia Java. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-515,Tecnologías de Procesamiento Big Data / Big Data Processing Technologies,Fall,Master,2-MBD,Unknown,Spanish,7.5,72.54,OLAP y Explotación de Datos,3,"Tecnologías de Procesamiento Big Data cubre procesamiento para explotación de datos a escala, con gap en diseño de esquemas multidimensionales y OLAP. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-515,Tecnologías de Procesamiento Big Data / Big Data Processing Technologies,Fall,Master,2-MBD,Unknown,Spanish,7.5,73.84,Ciencia de Datos Aplicada,3,"Tecnologías de Procesamiento Big Data se relaciona con procesamiento de grandes volúmenes, parcial para ciencia de datos aplicada. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-517,Adquisición y Transformación / Data Acquisition and Transformation,Fall,Master,1-MBD,Unknown,Spanish,3.0,48.02,AI: Data Management Course & Digital Transformation,3,"Adquisicion y Transformacion cubre procesos de adquisicion, integracion y transformacion de datos, con solapamiento fuerte en data management. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-517,Adquisición y Transformación / Data Acquisition and Transformation,Fall,Master,1-MBD,Unknown,Spanish,3.0,73.23,Programación Orientada a Datos,3,"Data Acquisition and Transformation cubre etapas de los pipelines de datos, parcialmente alineadas con programación orientada a datos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-512,"Criptografía, Firma Electrónica y Blockchain / Cryptography, Digital Signature and Blockchain",Fall,Master,1-MCS,Unknown,Spanish,6.0,73.81,Ciberseguridad Ofensiva y Defensiva,3,"Criptografía, Firma Electrónica y Blockchain aporta fundamentos defensivos de seguridad, pero no seguridad ofensiva. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,72.59,Sistemas de Inteligencia Artificial II,3,"Deep Learning es una especialización relevante de IA, parcial para el alcance general de IA II. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,72.75,Aprendizaje Automático (Machine Learning),3,"Deep Learning es una especialización de aprendizaje automático, parcial frente al temario general. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,72.88,Introducción a la Neurociencia Computacional,3,"Deep Learning coincide parcialmente por el uso de redes neuronales y modelos computacionales, pero no asegura neurociencia computacional. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,73.61,Neurorobótica,3,"Deep Learning cubre la parte neuronal de neurorobótica, pero no el sistema robótico o su control integrado. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,73.63,Redes Equivariantes,3,"Deep Learning aporta la base de redes neuronales, pero no confirma arquitecturas equivariantes específicas. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-512,Seguridad en Sistemas de Comunicación / Security in Communications Systems,Fall,Master,1-MIT,Unknown,Spanish,4.5,72.44,Criptografía y Seguridad,3,"Seguridad en Sistemas de Comunicación cubre el componente de seguridad en redes y protocolos, con gap en criptografía general y seguridad de bases de datos/sistemas operativos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-512,Seguridad en Sistemas de Comunicación / Security in Communications Systems,Fall,Master,1-MIT,Unknown,Spanish,4.5,73.81,Ciberseguridad Ofensiva y Defensiva,3,"Seguridad en Sistemas de Comunicación es un parcial fuerte para la dimensión defensiva de ciberseguridad, no para técnicas ofensivas completas. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.28,Topología de Internet: Análisis y Modelado,3,"Arquitectura de servicios en red puede cubrir arquitectura y organización de redes, con gap en análisis y modelado de topología. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.42,Programación de Objetos Distribuidos,3,"Arquitectura de Servicios en Red cubre arquitectura cliente-servidor y servicios distribuidos, con gap en tolerancia a fallas, consistencia y procesamiento MapReduce. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.64,Cloud Computing,3,"Arquitectura de Servicios en Red cubre arquitectura de servicios distribuida y de red, parcial para Cloud Computing. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.71,Integración de Sistemas de Información,3,"Arquitectura de Servicios en Red se relaciona con integración de servicios de información, sin detallar integración general de sistemas. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,73.50,"Infraestructura de Cómputo: Data Center, Cloud y Edge",3,"Arquitectura de Servicios en Red cubre infraestructura de servicios de red; parcial fuerte para infraestructura de cómputo, aunque no acredita data center, cloud y edge completos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-501,Modelos Generativos Profundos / Deep Generative Models,All-year,Master,1-MIA,Unknown,Spanish,4.5,72.27,Sistemas de Inteligencia Artificial,3,"Modelos Generativos Profundos aporta el subbloque de redes profundas, GANs y modelos generativos, pero no la amplitud de Sistemas de IA. Es Master anual y requiere permiso.",exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-501,Modelos Generativos Profundos / Deep Generative Models,All-year,Master,1-MIA,Unknown,Spanish,4.5,72.59,Sistemas de Inteligencia Artificial II,3,"Modelos Generativos Profundos aporta IA avanzada especializada. Es All-year, 4.5 ECTS en Fall, Master y requiere permiso.",exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-501,Modelos Generativos Profundos / Deep Generative Models,All-year,Master,1-MIA,Unknown,Spanish,4.5,72.75,Aprendizaje Automático (Machine Learning),3,"Modelos Generativos Profundos aporta aprendizaje profundo especializado. Es All-year, 4.5 ECTS en Fall, Master y requiere permiso.",exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-501,Modelos Generativos Profundos / Deep Generative Models,All-year,Master,1-MIA,Unknown,Spanish,4.5,73.63,Redes Equivariantes,3,"Modelos Generativos Profundos se solapa con redes profundas avanzadas, aunque no especifica redes equivariantes. Es All-year, Master y requiere permiso.",exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-501,Modelos Generativos Profundos / Deep Generative Models,All-year,Master,1-MIA,Unknown,Spanish,4.5,73.64,Temas Avanzados en Deep Learning,3,"Modelos Generativos Profundos cubre una especialidad avanzada de deep learning, pero no la amplitud de temas avanzados general. Es All-year, Master y requiere permiso.",exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-IMAT-212,Adquisición y Visualización de Datos / Data Acquisition and Visualization,Fall,Undergraduate,2-IMAT,Unknown,Spanish,6.0,72.78,OLAP Espacial,2,"Adquisición y Visualización de Datos comparte análisis y visualización, no OLAP ni componentes espaciales.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEA-GITI-313,Sistemas Dinámicos / Dynamic Systems,Fall,Undergraduate,3-GITI,Unknown,Spanish,6.0,72.25,Simulación de Sistemas,2,"Sistemas Dinámicos aporta modelado de sistemas continuos, pero no evidencia la metodología integral de simulación discreta/probabilística de ITBA.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEA-GITT-214,Sistemas Digitales I / Digital Systems I,Fall,Undergraduate,2-GITT,Unknown,Spanish,6.0,72.57,Sistemas Embebidos,2,"Sistemas Digitales I cubre fundamentos digitales, una base parcial frente a sistemas embebidos.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEA-GITT-214,Sistemas Digitales I / Digital Systems I,Fall,Undergraduate,2-GITT,Unknown,Spanish,6.0,72.66,Sistemas Embebidos,2,"Sistemas Digitales I cubre fundamentos digitales, una base parcial frente a sistemas embebidos.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-IMAT-312,Sistemas de Control / Control Systems,Fall,Undergraduate,3-IMAT,Unknown,Spanish,6.0,73.60,Introducción a la Robótica Empresarial,2,"Sistemas de Control aporta una base técnica para robótica, pero no aborda por sí sola la integración empresarial ni la robótica aplicada.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-IMAT-313,Visión por Ordenador I / Computer Vision I,Fall,Undergraduate,3-IMAT,Unknown,Spanish,4.5,81.74,Introducción a la realidad aumentada,2,"Visión por Ordenador I puede cubrir una base técnica de percepción visual útil para realidad aumentada, pero no evidencia ARCore, Unity, interacción ni creación de experiencias AR; candidato parcial-débil.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DER-ADE-215,Marco Jurídico de la Empresa / Business Legal Framework,Fall,Undergraduate,2-ADE,Unknown,Spanish,6.0,61.08,Derecho Digital,2,"Business Legal Framework aporta marco juridico empresarial aplicable a actividades tecnologicas, pero no garantiza cobertura especifica de privacidad, blockchain o ciberdelitos.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DER-ADE-215,Marco Jurídico de la Empresa / Business Legal Framework,Fall,Undergraduate,2-ADE,Unknown,Spanish,6.0,61.11,Derecho Laboral y Seguridad Social en la Empresa,2,"Business Legal Framework puede aportar bases juridicas empresariales, pero no hay evidencia de cobertura especifica de contratacion laboral, extincion y seguridad social.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DER-ADE-215,Marco Jurídico de la Empresa / Business Legal Framework,Fall,Undergraduate,2-ADE,Unknown,Spanish,6.0,94.62,Ética en los Negocios,2,"Marco Jurídico de la Empresa puede cubrir el componente legal y normativo de la actividad empresarial, pero no el núcleo ético y deontológico de la materia ITBA.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DIM-GITI-121,Expresión Gráfica / Engineering Drawing and CAD,Fall,Undergraduate,1-GITI,Unknown,Spanish,7.5,23.15,Realidad Virtual,2,"Engineering Drawing and CAD comparte el modelado y la representacion 3D, pero no cubre claramente realidad virtual, rendering en tiempo real ni diseno de interaccion inmersiva.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DIM-GITI-421,Ingeniería Medioambiental / Environmental Engineering,Fall,Undergraduate,4-GITI,Unknown,Spanish,4.5,12.83,Seguridad Ocupacional y Ambiental,2,"Ingenieria Medioambiental solapa con gestion e impacto ambiental, pero no cubre claramente higiene, seguridad ocupacional ni la normativa laboral de ITBA.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DIM-SAP-346,Environmental Engineering & Sustainability,Fall,Undergraduate,1-SAPIENS,Unknown,English,6.0,12.83,Seguridad Ocupacional y Ambiental,2,"Environmental Engineering & Sustainability cubre la componente ambiental y de sostenibilidad; la parte de seguridad e higiene ocupacional queda fuera, por lo que es un match parcial debil.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,sapiens,,
DMA-IMAT-311,Geometría Computacional / Computational Geometry,Fall,Undergraduate,3-IMAT,Unknown,Spanish,4.5,72.53,Visión Computacional 3D,2,"Geometría Computacional aporta una base parcial para los aspectos geométricos de visión 3D, pero no cubre por sí sola visión computacional.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DOI-DHPCP-202,Técnicas de Comunicación Personal / Personal Communication Techniques,Fall,Undergraduate,2-DHP,Unknown,Spanish,3.0,81.16,Negociación,2,"Técnicas de Comunicación Personal puede aportar comunicación interpersonal para negociar, pero el catálogo no acredita un módulo específico de negociación; candidato parcial-débil. Es grado y figura con asignación pendiente.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DOI-DHPCP-301,Pensamiento Crítico / Critical Thinking,Fall,Undergraduate,3-DHP,Unknown,Spanish,2.0,81.13,Futuros Posibles,2,"Pensamiento Crítico comparte una competencia central de Futuros Posibles, pero no metodologías de prospectiva, escenarios o backcasting.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DOI-DHPCP-402,Liderazgo Ignaciano / Ignatian Leadership,Fall,Undergraduate,4-DHP,Unknown,Spanish,2.0,94.42,Comunicación Estratégica,2,"Liderazgo Ignaciano aporta trabajo con personas y liderazgo, componentes secundarios de la comunicación estratégica, pero no sustituye su contenido central. Es grado y figura con asignación pendiente.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-GITI-112,Fundamentos de informática / Fundamentals of Computer Science,Fall,Undergraduate,1-GITI,Unknown,Spanish,7.5,72.02,Organización Básica de la Computadora,2,"Fundamentos de Informatica puede aportar bases de computacion, pero por su denominacion no confirma una cobertura suficiente de organizacion de computadora; es candidato debil.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-GITT-315,Ingeniería del Software / Software Engineering,Fall,Undergraduate,3-GITT,Unknown,Spanish,6.0,72.72,Análisis y Verificación de Modelos y Códigos,2,"Ingeniería del Software se relaciona con análisis y calidad de código, no con verificación formal explícita.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-GITT-315,Ingeniería del Software / Software Engineering,Fall,Undergraduate,3-GITT,Unknown,Spanish,6.0,72.77,Técnicas Automáticas para Testing de Software,2,"Ingeniería del Software se relaciona con calidad y pruebas, pero no confirma técnicas automáticas de testing.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-GITT-315,Ingeniería del Software / Software Engineering,Fall,Undergraduate,3-GITT,Unknown,Spanish,6.0,73.22,Fundamentos de DevOps,2,"Ingeniería del Software puede cubrir procesos y calidad de desarrollo, pero el catálogo no confirma CI/CD, infraestructura ni prácticas DevOps.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-IMAT-215,Fundamentos de los Sistemas Operativos / Operating Systems Fundamentals,Fall,Undergraduate,2-IMAT,Unknown,Spanish,6.0,72.42,Programación de Objetos Distribuidos,2,"Fundamentos de Sistemas Operativos aporta concurrencia, procesos y sincronización, pero no el núcleo de sistemas distribuidos.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-IMAT-315,Paradigmas y Técnicas de Programación / Programming Paradigms and Techniques,Fall,Undergraduate,3-IMAT,Unknown,Spanish,6.0,72.29,Tipos para Lenguajes de Programación,2,"Paradigmas y Técnicas de Programación puede tratar abstracciones y sistemas de tipos entre paradigmas, pero no hay evidencia de profundidad en teoría de tipos.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-IMAT-315,Paradigmas y Técnicas de Programación / Programming Paradigms and Techniques,Fall,Undergraduate,3-IMAT,Unknown,Spanish,6.0,72.72,Análisis y Verificación de Modelos y Códigos,2,"Paradigmas y Técnicas de Programación puede aportar análisis de programas, no confirma verificación de modelos o código.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-IMAT-423,Tecnologías para la Digitalización / Technologies for Digital Transformation,Fall,Undergraduate,4-IMAT,Unknown,Spanish,6.0,72.56,Automatización e Integración de Sistemas de Información,2,Tecnologías para la Digitalización se relaciona parcialmente con integración de procesos y sistemas; el alcance no se detalla.,exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DTC-SAP-333,Machine Learning and Artificial Intelligence with Python,Fall,Undergraduate,1-SAPIENS,Unknown,English,6.0,73.65,Procesamiento del Lenguaje Natural,2,"Machine Learning and Artificial Intelligence with Python menciona NLP, pero es una introducción amplia y no una materia dedicada a procesamiento de lenguaje natural.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,sapiens,,
DTC-SAP-333,Machine Learning and Artificial Intelligence with Python,Fall,Undergraduate,1-SAPIENS,Unknown,English,6.0,73.66,Procesamiento de Imágenes Satelitales,2,"La introducción a ML/IA con Python incluye visión por ordenador, pero el alcance es general e introductorio frente al procesamiento satelital.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,sapiens,,
FCEE-BA-512,Mercados Financieros Internacionales / International Financial Markets,Fall,Undergraduate,6-BA,Unknown,English,3.0,61.50,Finanzas de la Empresa,2,"Mercados Financieros Internacionales cubre la componente de mercados de capital y analisis de activos, pero es solo una parte de Finanzas de la Empresa.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
FCEE-BA-515,Derivados Financieros / Financial Derivatives,Fall,Undergraduate,6-BA,Unknown,English,3.0,61.50,Finanzas de la Empresa,2,"Derivados Financieros coincide con una unidad importante del programa ITBA, pero no cubre por si sola gestion financiera, estructura de capital ni valuacion de empresas.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
FCEE-BA23-311,Diseño y Generación de Valor para el Cliente / Design and Delivery of Value for Customers,Fall,Undergraduate,3-BA,Unknown,English,6.0,73.30,Desarrollo profesional de software: del código al producto,2,"Diseño y Generación de Valor para el Cliente conecta con la dimensión de producto y usuarios, pero no con el ciclo completo de desarrollo de software.",exchange_term,low,undergraduate,standard,english,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
FCEE-BA23-414,Matermáticas Financieras / Financial Mathematics,Fall,Undergraduate,4-BA,Unknown,Spanish,3.0,61.50,Finanzas de la Empresa,2,"Matematicas Financieras aporta las herramientas para valorar flujos y activos, pero es una cobertura parcial de Finanzas de la Empresa.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
TEO-GITT-111,Cristianismo y Ética Social / Christianism and Social Ethics,Fall,Undergraduate,1-GITT,Unknown,Spanish,6.0,94.62,Ética en los Negocios,2,"Cristianismo y Ética Social aporta reflexión ética y social, pero no evidencia ética de negocios, derecho empresarial ni responsabilidad corporativa; candidato parcial-débil.",exchange_term,low,undergraduate,standard,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-516,Ingeniería de Modelos / Artificial Intelligence Operations,Fall,Master,1-MIA,Unknown,Spanish,6.0,73.40,ARQUITECTURA DE MICROSERVICIOS,2,"Artificial Intelligence Operations puede solapar con operación y despliegue de servicios, pero está orientada a IA y no garantiza la arquitectura de microservicios completa. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MIA-516,Ingeniería de Modelos / Artificial Intelligence Operations,Fall,Master,1-MIA,Unknown,Spanish,6.0,73.50,"Infraestructura de Cómputo: Data Center, Cloud y Edge",2,"Artificial Intelligence Operations se relaciona con operación de infraestructura para modelos, pero no especifica cloud, data center o edge. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-511,Agentes y Métodos de Inteligencia Artificial / Artificial Intelligence Agents and Methods,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.46,Robótica Basada en Comportamiento,2,"Agentes y Métodos de IA puede aportar agentes autónomos aplicables a robótica basada en comportamiento, pero no reemplaza una asignatura específica de robótica. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.71,Integración de Sistemas de Información,2,"Ingeniería del Dato comparte integración de datos y sistemas de información, con alcance centrado en datos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.82,Bases de Datos Espaciales y de Movilidad,2,"Ingeniería del Dato se relaciona con el manejo de datos, pero no confirma bases espaciales o de movilidad. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-516,Operación de Modelos / MLOps,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.79,Sistemas Multiagente I,2,"MLOps solapa con el despliegue, evaluación y operación de modelos/agentes, pero no con la coordinación multiagente. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-516,Operación de Modelos / MLOps,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.40,ARQUITECTURA DE MICROSERVICIOS,2,"MLOps comparte automatización y operación de servicios/modelos, parcial débil para microservicios sin evidencia específica de contenedores ni comunicación distribuida. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-516,Operación de Modelos / MLOps,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.50,"Infraestructura de Cómputo: Data Center, Cloud y Edge",2,"MLOps puede incluir infraestructura de despliegue y operación, pero el alcance de cloud, data center y edge no está confirmado. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-516,Operación de Modelos / MLOps,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.84,Ciencia de Datos Aplicada,2,"MLOps se relaciona con la integración productiva de modelos, pero no cubre el ciclo completo de ciencia de datos aplicada. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIINT-111,Database Design,Fall,Master,1-MIINT,Unknown,English,4.5,73.82,Bases de Datos Espaciales y de Movilidad,2,"Database Design aporta fundamentos de diseño de bases de datos, pero no extensiones espaciales, MobilityDB ni análisis de trayectorias. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MCS-511,Ciberseguridad en la Industria e Infraestructuras Críticas / Industrial Cybersecurity and Critical Infrastructure,Fall,Master,2-MCS,Unknown,Spanish,3.0,73.80,SEGURIDAD OFENSIVA,2,"Ciberseguridad en Industria e Infraestructuras Críticas aporta contexto defensivo de ciberseguridad, pero no práctica ofensiva explícita. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-632,Automatización Avanzada / Advanced Automation,Fall,Master,2-MII,Unknown,Spanish,4.5,16.57,Robótica Bioinspirada,2,"Automatizacion Avanzada comparte control y automatizacion de sistemas fisicos con robotica, aunque falta el enfoque bioinspirado y de cognicion embebida. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-632,Automatización Avanzada / Advanced Automation,Fall,Master,2-MII,Unknown,Spanish,4.5,72.56,Automatización e Integración de Sistemas de Información,2,"Automatización Avanzada coincide en automatización, pero su foco industrial no confirma integración de sistemas de información. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MUIINT-112,Internet of Things,Fall,Master,1-MIINT,Unknown,English,4.5,72.94,Introducción a los Sistemas Embebidos,2,"Internet of Things usa dispositivos conectados y puede incluir componentes embebidos, pero no sustituye una introducción integral a sistemas embebidos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,backup_only,course_offering_2026_2027_v1_1,regular_icai,,
